order_date,region,category,price,promo_flag,units_sold
2024-08-17,South,Home,6.9,0,62.3
2024-08-18,West,Grocery,59.45,1,97.9
2024-08-19,East,Apparel,23.9,0,106.3
2024-08-20,West,Grocery,86.09,0,102.8
2024-08-21,East,Apparel,96.46,0,81.3
2024-08-22,East,Electronics,31.25,0,77.3
2024-08-23,East,Electronics,73.1,0,60.4
2024-08-24,West,Apparel,22.76,0,57.7
2024-08-25,East,Electronics,39.91,0,86.2
2024-08-26,North,Home,107.21,1,110.7
2024-08-27,West,Apparel,67.57,1,119.6
2024-08-28,East,Home,106.88,1,112.5
2024-08-29,South,Apparel,30.9,0,72.8
2024-08-30,East,Electronics,42.95,0,70.2
2024-08-31,West,Home,59.16,1,86.2
2024-09-01,West,Electronics,60.21,0,78.1
2024-09-02,West,Apparel,119.73,0,82.5
2024-09-03,South,Grocery,18.16,1,114.8
2024-09-04,West,Grocery,102.98,0,93.6
2024-09-05,South,Apparel,104.32,0,67.0
2024-09-06,East,Grocery,68.62,1,87.7
2024-09-07,East,Home,44.56,0,71.0
2024-09-08,North,Home,64.71,0,85.3
2024-09-09,South,Apparel,38.63,0,97.8
2024-09-10,North,Apparel,96.9,0,91.4
2024-09-11,North,Apparel,62.3,0,77.8
2024-09-12,South,Grocery,111.47,0,71.3
2024-09-13,South,Electronics,76.61,1,85.8
2024-09-14,North,Electronics,64.15,0,66.1
2024-09-15,South,Home,86.77,0,77.0
2024-09-16,East,Grocery,62.95,1,105.5
2024-09-17,North,Electronics,109.02,0,106.4
2024-09-18,South,Electronics,26.21,0,92.8
2024-09-19,South,Grocery,116.94,0,79.5
2024-09-20,East,Grocery,98.4,0,72.6
2024-09-21,South,Electronics,103.98,0,73.2
2024-09-22,East,Grocery,60.53,0,80.0
2024-09-23,South,Grocery,101.28,0,92.3
2024-09-24,South,Electronics,40.28,0,93.7
2024-09-25,South,Grocery,92.62,0,104.0
2024-09-26,North,Apparel,21.15,0,78.5
2024-09-27,East,Grocery,40.31,0,64.3
2024-09-28,North,Electronics,56.26,0,72.9
2024-09-29,South,Electronics,42.07,0,75.8
2024-09-30,West,Home,49.51,0,102.7
2024-10-01,West,Apparel,99.31,0,92.6
2024-10-02,East,Home,34.52,0,91.5
2024-10-03,West,Electronics,90.71,1,94.6
2024-10-04,West,Electronics,13.48,0,69.8
2024-10-05,South,Electronics,93.06,1,99.7
2024-10-06,West,Home,96.08,1,104.4
2024-10-07,South,Home,51.2,0,93.6
2024-10-08,South,Home,88.08,0,93.5
2024-10-09,East,Home,110.24,1,116.0
2024-10-10,West,Apparel,97.08,0,84.8
2024-10-11,West,Apparel,49.9,0,67.2
2024-10-12,South,Home,60.68,0,66.1
2024-10-13,East,Electronics,94.63,0,79.5
2024-10-14,North,Electronics,38.65,0,100.9
2024-10-15,West,Home,97.45,1,123.6
2024-10-16,East,Electronics,42.73,1,102.9
2024-10-17,East,Grocery,97.69,0,74.7
2024-10-18,West,Apparel,14.98,0,71.6
2024-10-19,East,Electronics,10.11,0,67.3
2024-10-20,North,Home,119.73,1,93.5
2024-10-21,South,Home,104.99,0,100.5
2024-10-22,North,Electronics,106.53,1,118.3
2024-10-23,East,Apparel,114.4,1,94.3
2024-10-24,North,Home,55.41,0,71.5
2024-10-25,North,Apparel,37.99,0,69.2
2024-10-26,East,Grocery,19.95,1,99.4
2024-10-27,East,Apparel,62.64,0,71.8
2024-10-28,East,Apparel,30.31,0,96.7
2024-10-29,West,Apparel,112.59,1,106.3
2024-10-30,West,Grocery,5.46,0,86.1
2024-10-31,North,Electronics,21.47,0,74.8
2024-11-01,West,Home,33.34,0,66.4
2024-11-02,East,Grocery,27.88,0,68.6
2024-11-03,East,Electronics,30.96,1,113.5
2024-11-04,North,Electronics,80.45,0,92.2
2024-11-05,East,Grocery,42.66,0,89.5
2024-11-06,East,Grocery,75.73,0,94.9
2024-11-07,East,Electronics,107.38,1,98.1
2024-11-08,North,Home,74.29,0,74.3
2024-11-09,East,Grocery,84.87,1,88.2
2024-11-10,West,Electronics,47.03,0,85.7
2024-11-11,East,Grocery,23.37,1,127.7
2024-11-12,North,Apparel,41.87,1,111.2
2024-11-13,West,Electronics,115.89,1,116.0
2024-11-14,West,Home,76.51,1,103.1
2024-11-15,North,Apparel,36.91,0,80.6
2024-11-16,West,Home,56.86,0,84.1
2024-11-17,South,Apparel,101.08,0,74.3
2024-11-18,East,Electronics,81.87,0,111.0
2024-11-19,South,Home,69.48,1,118.9
2024-11-20,West,Electronics,106.79,1,108.7
2024-11-21,West,Home,82.33,0,83.8
2024-11-22,West,Home,78.91,0,64.0
2024-11-23,West,Apparel,26.82,0,75.8
2024-11-24,West,Apparel,17.23,0,84.0
2024-11-25,North,Electronics,115.99,0,99.8
2024-11-26,South,Home,73.87,0,100.8
2024-11-27,East,Apparel,52.8,0,98.5
2024-11-28,East,Home,72.74,0,78.8
2024-11-29,North,Electronics,12.11,0,69.3
2024-11-30,North,Home,99.54,0,79.8
2024-12-01,East,Electronics,29.91,1,107.4
2024-12-02,East,Grocery,97.52,0,101.2
2024-12-03,North,Grocery,66.45,0,95.7
2024-12-04,North,Apparel,36.81,0,85.4
2024-12-05,North,Electronics,8.47,0,75.3
2024-12-06,East,Grocery,98.82,1,82.3
2024-12-07,North,Electronics,25.29,0,78.3
2024-12-08,East,Apparel,10.96,0,91.2
2024-12-09,South,Electronics,91.93,1,112.8
2024-12-10,South,Home,45.25,1,128.7
2024-12-11,East,Home,49.77,0,100.2
2024-12-12,East,Apparel,33.41,0,80.5
2024-12-13,East,Home,103.81,0,66.0
2024-12-14,West,Electronics,39.19,0,83.4
2024-12-15,West,Grocery,29.17,0,85.3
2024-12-16,West,Grocery,40.56,0,98.2
2024-12-17,East,Home,28.36,1,116.7
2024-12-18,South,Home,41.53,0,87.0
2024-12-19,North,Apparel,14.54,0,70.6
2024-12-20,East,Grocery,23.23,0,75.1
2024-12-21,North,Electronics,52.96,1,95.3
2024-12-22,West,Grocery,106.14,0,104.4
2024-12-23,West,Grocery,11.59,1,118.1
2024-12-24,North,Grocery,29.46,1,106.1
2024-12-25,West,Apparel,109.46,0,95.8
2024-12-26,North,Grocery,107.35,0,88.9
2024-12-27,East,Home,83.14,0,72.1
2024-12-28,North,Electronics,32.65,0,78.1
2024-12-29,South,Electronics,53.28,1,90.6
2024-12-30,East,Apparel,29.29,0,94.1
